Sample ID,PID,Name,Polymer type,Polymer class,CU formula,Formula weight(FW),Trade name/ Grade/ Manufacturer,Characteristics of material,Material type,Additives,[proc] Compression,[proc] Shape of Test Piece,[proc] Remarks,Reference,Sequence info,Remarks,Mixing / Blending method,State after processing,Molecular weight,Stereoregularity,[proc] Quenching,Melt flow rate,[proc] Extrusion,[proc] Solvent casting,[poly] Reactant,[poly] Type,[poly] Style,[proc] Aging,[proc] Injection,[poly] Mechanism,[poly] Initiator,[poly] Additives,[poly] Condition,[poly] Post-treatment,[poly] Polymn. remarks,[proc] Heating-cooling cycle,[poly] Solvent,[poly] Reference,[proc] Spinning,[proc] Solvent casting & Compression,[proc] Solvent casting&Reaction molding,Morphology,Type of crystal,[proc] Heat-treatment,[proc] Stretching,[proc] Quenching&Annealing,[proc] Annealing,[proc] Annealing&Cooling,[proc] Electrospinning,[proc] Solvent casting&Compression,[proc] Annealing&single shear deformation,[proc] Annealing&double shear deformation,[proc] Gelation/crystn. from dil. soln.,Crystallinity,[proc] Annealing&Shear deformation,[proc] Dip coating,Other 1st structure info,[poly] Catalyst,[poly] Terminator,[proc] Microinjection-compression,[proc] Microinjection,[proc] as processed,[proc] Spin coating,[proc] Coating,[poly] Prepolymer name,[poly] Polymer reaction condition,[proc] Soln. blow spinning,Doping agent,Branch/crosslink info,[proc] Crystallization,[proc] Bulk foaming,[proc] Sulfonation,[proc] spin coating,[proc] sintering,[proc] Thermal treatment,Method,Condition,Related Info.,elecon,log10(elecon),[elecon] condition,[elecon] remarks,[elecon] method,[elecon] temp,thickness_raw,thickness,log10(thickness)
47940-2-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,MWNT;wt%;0.5,Shape of Test Piece,Film,"t=0.5mm, [Ref. 12]","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron",Melt mixed at 240C and 150rpm for 10min in conical twin screw microcompounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2e-10,-9.494850021680094,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 2",Novocontrol Alpha high-resolution analyzer,23.0,"t=0.5mm, [Ref. 12]",0.0005,-3.3010299956639813
47940-3-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,MWNT;wt%;1,Shape of Test Piece,Film,"t=0.5mm, [Ref. 12]","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron",Melt mixed at 240C and 150rpm for 10min in conical twin screw microcompounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6e-09,-8.443697499232712,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 2",Novocontrol Alpha high-resolution analyzer,23.0,"t=0.5mm, [Ref. 12]",0.0005,-3.3010299956639813
47940-4-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic",Composite,MWNT;wt%;1.5,Shape of Test Piece,Film,"t=0.5mm, [Ref. 12]","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron",Melt mixed at 240C and 150rpm for 10min in conical twin screw microcompounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-07,-7.0,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 2",Novocontrol Alpha high-resolution analyzer,23.0,"t=0.5mm, [Ref. 12]",0.0005,-3.3010299956639813
47940-5-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;2,Shape of Test Piece,Film,"t=0.5mm, [Ref. 12]","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron",Melt mixed at 240C and 150rpm for 10min in conical twin screw microcompounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5e-05,-4.259637310505756,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 2",Novocontrol Alpha high-resolution analyzer,23.0,"t=0.5mm, [Ref. 12]",0.0005,-3.3010299956639813
47940-6-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;3,Shape of Test Piece,Film,"t=0.5mm, [Ref. 12]","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron",Melt mixed at 240C and 150rpm for 10min in conical twin screw microcompounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016,-2.795880017344075,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 2",Novocontrol Alpha high-resolution analyzer,23.0,"t=0.5mm, [Ref. 12]",0.0005,-3.3010299956639813
47940-6-1-2,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;3,,Dumbbell,"ASTM D 638, Type V","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron","Melt mixed at 200C and 150rpm for 15min in conical twin screw microcompounder, mixing energy 8886.8J&slash;cm3",,,,,,,,,,,,"260C, 3bar, molding temp.=60C, holding time=2min, cooling time=2-3min",,,,,,,,,,,,,"Ratio of intensity of G-band to D-band of the skin and core region of the composite sample, 1.02 and 0.96, respectively (Raman spectroscopy with 514nm excitation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3e-14,-13.886056647693165,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 4(a)",Novocontrol Alpha high-resolution analyzer,23.0,"ASTM D 638, Type V",,
47940-6-1-3,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;3,,Dumbbell,"ASTM D 638, Type V","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron","Melt mixed at 260C and 150rpm for 15min in conical twin screw microcompounder, mixing energy 5491.8J&slash;cm3",,,,,,,,,,,,"260C, 3bar, molding temp.=60C, holding time=2min, cooling time=2-3min",,,,,,,,,,,,,"Ratio of intensity of G-band to D-band of the skin and core region of the composite sample, 0.99 and 0.92, respectively (Raman spectroscopy with 514nm excitation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e-05,-4.3979400086720375,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 4(a), 4(b) and 4(C)",Novocontrol Alpha high-resolution analyzer,23.0,"ASTM D 638, Type V",,
47940-6-1-4,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;3,,Dumbbell,"ASTM D 638, Type V","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron","Melt mixed at 260C and 50rpm for 15min in conical twin screw microcompounder, mixing energy 832.7J&slash;cm3",,,,,,,,,,,,"260C, 3bar, molding temp.=60C, holding time=2min, cooling time=2-3min",,,,,,,,,,,,,"Ratio of intensity of G-band to D-band of the skin and core region of the composite sample, 1.07 and 0.91, respectively (Raman spectroscopy with 514nm excitation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e-06,-5.522878745280337,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 4(b)",Novocontrol Alpha high-resolution analyzer,23.0,"ASTM D 638, Type V",,
47940-6-1-5,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;3,,Dumbbell,"ASTM D 638, Type V","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron","Melt mixed at 260C and 200rpm for 15min in conical twin screw microcompounder, mixing energy 8440.3J&slash;cm3",,,,,,,,,,,,"260C, 3bar, molding temp.=60C, holding time=2min, cooling time=2-3min",,,,,,,,,,,,,"Ratio of intensity of G-band to D-band of the skin and core region of the composite sample, 0.99 and 0.94, respectively (Raman spectroscopy with 514nm excitation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e-05,-4.301029995663981,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 4(b)",Novocontrol Alpha high-resolution analyzer,23.0,"ASTM D 638, Type V",,
47940-6-1-6,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;3,,Dumbbell,"ASTM D 638, Type V","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron","Melt mixed at 260C and 150rpm for 10min in conical twin screw microcompounder, mixing energy 4216.3J&slash;cm3",,,,,,,,,,,,"260C, 3bar, molding temp.=60C, holding time=2min, cooling time=2-3min",,,,,,,,,,,,,"Ratio of intensity of G-band to D-band of the skin and core region of the composite sample, 1.01 and 0.98, respectively (Raman spectroscopy with 514nm excitation)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e-07,-6.045757490560675,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 4(c)",Novocontrol Alpha high-resolution analyzer,23.0,"ASTM D 638, Type V",,
47940-7-1-1,P010002,poly(prop-1-ene),Homopolymer,Polyolefins,C3H6,42.08,,"linear,Thermoplastic,Electroconductive",Composite,MWNT;wt%;4,Shape of Test Piece,Film,"t=0.5mm, [Ref. 12]","Tambe, Pankaj B.; Bhattacharyya, Arup R.; Kulkarni, Ajit R. , Journal of Applied Polymer Science , 127 , 2 , 1017-1026 (2013)",,"[PP] REPOL H200FG obtained from Reliance Industries, MFI 20g/10min (230C, 2.16kg), [MWNT] multiwall carbon nanotubes NC 3100 from Nanocyl CA, purity >95%, d=9.5nm, av. l=1.5micron",Melt mixed at 240C and 150rpm for 10min in conical twin screw microcompounder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,-1.744727494896694,"23 [C] , 10E(-1)Hz","AC elec. cond., taken from the Fig. 2",Novocontrol Alpha high-resolution analyzer,23.0,"t=0.5mm, [Ref. 12]",0.0005,-3.3010299956639813
48009-7-1-1,P050003,poly(vinylidene fluoride),Homopolymer,Polyhalo-olefins,C2H2F2,64.03,,"linear,Thermoplastic,Semiconductive&Nanocomposite",Composite,graphite;wt%;30;nanoplatelet,"Heat pressed at 220C for 1min, then cooled under pressure to RT",Disk,"d=12.6mm, t=1mm","Fina, Alberto; Han, Zhidong; Saracco, Guido; Gross, Ulrich; Mainil, Michael , Polymers for Advanced Technologies , 23 , 12 , 1572-1579 (2012)",,"[PVDF] Solef;1010;Solvay Solexis (Belgium), MFI (230C, 2.16kg)=2g/10min, [graphite] Timrex;KS4;Timcal (Switzerland), d(90%)<5micron, thickness of platelets in the range of 100nm (reported) (reported)","First PVDF melted at 210C and 100rpm for 3min under N2 using twin-screw micro-compounder, then graphite mixed with the melted PVDF for another 5min",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035,-2.4559319556497243,,,Ohmmeter (Keithley 2400),,"d=12.6mm, t=1mm",0.001,-3.0
48181-2-1-1,P060002,"cis-1,4-polyisoprene",Homopolymer,Polydienes,C5H8,68.12,,"linear,Elastomer",Composite,multiwall carbon nanotubes(MWCNTs);wt%;5;,,,(electric cond.)10*10*ca. 2mm,"Mohamed, Azmi; Anas, Argo Khoirul; Abu Bakar, Suriani; Abd. Aziz, Azira; Sagisaka, Masanobu; Brown, Paul; Eastoe, Julian; Kamari, Azlan; Hashim, Norhayati; Isa, Illyas Md. , Colloid and Polymer Science , 292 , 11 , 3013-3023 (2014)",,"32.47%, [MWCNTs] fabricated at Universiti Sains Malaysia by chemical vapour deposition(CVD)method, then purified by refluxing in 5M HCl at 100C for 5h, washed with water to pH7, finally dried at 90C overnight","Mixt. of aq. MWCNTs dispersion and NR-latex stirred for 1h , then ultrasonicated for 3h, finally dried at 80C in an oven",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5e-07,-6.6020599913279625,,Taken from the Fig.2,Four-point probe method,,(electric cond.)10*10*ca. 2mm,0.002,-2.6989700043360187
48267-1-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,multiwalled carbon nanotube (MWCNT);wt%;0.2;nanotube,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported)","PS and MWCNT mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e-14,-14.0,Applied voltage=10V,Taken from the Fig.6(a),Keithley 6517A electrometer,,t=1mm,0.001,-3.0
48267-2-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,multiwalled carbon nanotube (MWCNT);wt%;0.5;nanotube,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported)","PS and MWCNT mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e-07,-6.698970004336019,Applied voltage=10V,Taken from the Fig.4 and 6(a),Keithley 6517A electrometer,,t=1mm,0.001,-3.0
48267-3-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,multiwalled carbon nanotube (MWCNT);wt%;1;nanotube,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported)","PS and MWCNT mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,Clusters and intense agglomerates of nanofillers observed (TEM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,-2.5228787452803374,,Taken from the Fig.6(a),Four-pin probe method,,t=1mm,0.001,-3.0
48267-4-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,multiwalled carbon nanotube (MWCNT);wt%;2;nanotube,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported)","PS and MWCNT mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-1.0,,Taken from the Fig.6(a),Four-pin probe method,,t=1mm,0.001,-3.0
48267-5-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,multiwalled carbon nanotube (MWCNT);wt%;5;nanotube,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported)","PS and MWCNT mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.1760912590556812,,Taken from the Fig.4 and 6(a),Four-pin probe method,,t=1mm,0.001,-3.0
48267-6-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,MWCNT-PANI (MWCNT80-PANI20);wt%;0.2;nanofiber,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported), [MWCNT-PANI nanofiber] prepared in situ polymn. of aniline in 1M HCl for 4h using (NH4)2S2O8 (APS) in the presence of HCl treated MWCNTs, MWCNT/aniline=80/20wt%, [aniline]/[APS]=4/1mol, MWCNT (core)-PANI (shell) structure, av. thickness of PANI=15nm (Ref.2, 35)","PS and MWCNT-PANI nanofibers mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e-08,-7.522878745280337,Applied voltage=10V,Taken from the Fig.6(a),Keithley 6517A electrometer,,t=1mm,0.001,-3.0
48267-7-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,MWCNT-PANI (MWCNT80-PANI20);wt%;0.5;nanofiber,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported), [MWCNT-PANI nanofiber] prepared in situ polymn. of aniline in 1M HCl for 4h using (NH4)2S2O8 (APS) in the presence of HCl treated MWCNTs, MWCNT/aniline=80/20wt%, [aniline]/[APS]=4/1mol, MWCNT (core)-PANI (shell) structure, av. thickness of PANI=15nm (Ref.2, 35)","PS and MWCNT-PANI nanofibers mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006,-3.2218487496163566,,Taken from the Fig.4 and 6(a),Four-pin probe method,,t=1mm,0.001,-3.0
48267-8-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,MWCNT-PANI (MWCNT80-PANI20);wt%;1;nanofiber,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported), [MWCNT-PANI nanofiber] prepared in situ polymn. of aniline in 1M HCl for 4h using (NH4)2S2O8 (APS) in the presence of HCl treated MWCNTs, MWCNT/aniline=80/20wt%, [aniline]/[APS]=4/1mol, MWCNT (core)-PANI (shell) structure, av. thickness of PANI=15nm (Ref.2, 35)","PS and MWCNT-PANI nanofibers mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,-1.5228787452803376,,Taken from the Fig.6(a),Four-pin probe method,,t=1mm,0.001,-3.0
48267-9-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,MWCNT-PANI (MWCNT80-PANI20);wt%;2;nanofiber,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported), [MWCNT-PANI nanofiber] prepared in situ polymn. of aniline in 1M HCl for 4h using (NH4)2S2O8 (APS) in the presence of HCl treated MWCNTs, MWCNT/aniline=80/20wt%, [aniline]/[APS]=4/1mol, MWCNT (core)-PANI (shell) structure, av. thickness of PANI=15nm (Ref.2, 35)","PS and MWCNT-PANI nanofibers mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,-1.0,,Taken from the Fig.6(a),Four-pin probe method,,t=1mm,0.001,-3.0
48267-10-1-1,P020001,polystyrene,Homopolymer,"Polystyrenes, Polyvinyls",C8H8,104.15,,"linear,Thermoplastic,Semiconductive&Electromagnetic interference (EMI) shield&Nanocomposite",Composite,MWCNT-PANI (MWCNT80-PANI20);wt%;5;nanofiber,"200C, 40MPa, 20min",Sheet,t=1mm,"Sarvi, Ali; Sundararaj, Uttandaraman , Macromolecular Materials and Engineering , 299 , 8 , 1013-1020 (2014)",,"[PS] Styron;666D;Dow Chemical, MI=7.5, Mw=200000, Tg=100C, [MWCNT] Nanocyl;NC7000, av. diam.=9.5nm, av. length=1.5micron, sp. surface area=250-300m2/g (reported), [MWCNT-PANI nanofiber] prepared in situ polymn. of aniline in 1M HCl for 4h using (NH4)2S2O8 (APS) in the presence of HCl treated MWCNTs, MWCNT/aniline=80/20wt%, [aniline]/[APS]=4/1mol, MWCNT (core)-PANI (shell) structure, av. thickness of PANI=15nm (Ref.2, 35)","PS and MWCNT-PANI nanofibers mixed in DMF, soln. of the mixt. pptd. with MeOH, then the composite powder dried in vacuo at 80C for 24h",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,-0.5228787452803376,,Taken from the Fig.4 and 6(a),Four-pin probe method,,t=1mm,0.001,-3.0
48419-2-1-1,P050003,poly(vinylidene fluoride),Homopolymer,Polyhalo-olefins,C2H2F2,64.03,,linear,Composite,carbon nanotubes(CNT);wt%;0.5;,Remarks,,"(resistivity measurement)rectangular, t=1mm","Sadeghi, F.; Sarvi, A.; Sundararaj, U. , International Polymer Processing , 29 , 1 , 81-87 (2014)",,"[poly(vinylidene fluoride)(PVDF)] 11008/0001, obtained from 3M Company, MFI=8(230C/2.16kg), [CNT]NC7000, obtained from Nanocyl","Compounded via co-rotating twin screw extruder at 240C and 100/min,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73e-13,-12.761953896871203,,,UR resistivity meter,,"(resistivity measurement)rectangular, t=1mm",0.001,-3.0
